record_id,subphase,record_type,domain,source_section,source_phase,item,object_type,geographic_scope,a1_status,evidence_gate,baseline_action,crossref,notes,source_id,source_url,curriculum_version
10-0160,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Salud,1.12.2 Centros sanitarios,APPROXIMATION,conceptos de centro de salud y ambulatorio,HEALTH_SYSTEM_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0161,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Salud,1.12.2 Centros sanitarios,APPROXIMATION,prestaciones básicas de la Seguridad Social,HEALTH_SYSTEM_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0162,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Viajes,1.13.1 Viajes,APPROXIMATION,planificación y desarrollo de viajes,TRAVEL_BEHAVIOR,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0163,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Viajes,1.13.1 Viajes,APPROXIMATION,destinos turísticos frecuentes,TRAVEL_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0164,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Viajes,1.13.2 Alojamientos,APPROXIMATION,tipos de alojamiento y servicios,TRAVEL_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0165,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Viajes,1.13.3 Transporte,APPROXIMATION,tipos y adquisición de billetes,TRANSPORT_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0166,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Viajes,1.13.3 Transporte,APPROXIMATION,instalaciones y servicios de aeropuertos,TRANSPORT_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0167,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Viajes,1.13.4 Transporte urbano,APPROXIMATION,convenciones sociales de uso del autobús,TRANSPORT_BEHAVIOR,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0168,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Viajes,1.13.4 Transporte urbano,APPROXIMATION,convenciones sociales de uso de taxis,TRANSPORT_BEHAVIOR,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0169,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Viajes,1.13.4 Transporte urbano,APPROXIMATION,normas de uso de transporte público,TRANSPORT_BEHAVIOR,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0170,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Medio ambiente,1.14.2 Parques naturales,APPROXIMATION,tipos de parques naturales y rutas,ENVIRONMENT_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0171,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Servicios sociales,1.15.1 Personas mayores,APPROXIMATION,edad de jubilación y beneficios asociados,SOCIAL_SERVICE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0172,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Servicios sociales,1.15.2 Inmigrantes,APPROXIMATION,procedencia y regiones receptoras de inmigración,SOCIAL_SERVICE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0173,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Servicios sociales,1.15.3 Sin recursos,APPROXIMATION,lugares y servicios de atención a personas sin recursos,SOCIAL_SERVICE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0174,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Seguridad,1.16 Seguridad,APPROXIMATION,cuerpos de seguridad,PUBLIC_SECURITY_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0175,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones interpersonales,2.1.1 Relaciones familiares/amistad,APPROXIMATION,conceptos de amigo y conocido y valor de la amistad,RELATIONSHIP_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0176,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones interpersonales,2.1.1 Relaciones familiares/amistad,APPROXIMATION,convenciones de trato entre amigos y familiares,INTERACTION_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0177,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones interpersonales,2.1.1 Relaciones familiares/amistad,APPROXIMATION,convenciones de encuentros y saludos,INTERACTION_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0178,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones interpersonales,2.1.1 Relaciones familiares/amistad,APPROXIMATION,quedar con amigos e invitaciones/pagos compartidos,SOCIAL_ROUTINE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0179,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones interpersonales,2.1.1 Relaciones familiares/amistad,APPROXIMATION,usos sociales de beso y abrazo,NONVERBAL_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0180,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones interpersonales,2.1.2 Edad/sexo/clase,APPROXIMATION,normas de cortesía con personas mayores,POLITENESS_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0181,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones interpersonales,2.1.2 Edad/sexo/clase,APPROXIMATION,saludos y presentación según relación social,INTERACTION_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0182,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones interpersonales,2.1.3 Vecinos,APPROXIMATION,convenciones de trato entre vecinos,INTERACTION_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0183,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones interpersonales,2.1.4 Autoridad,APPROXIMATION,convenciones de trato con la autoridad,INTERACTION_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0184,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones interpersonales,2.1.5 Desconocidos,APPROXIMATION,saludos entre desconocidos en espacios públicos,INTERACTION_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0185,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones interpersonales,2.1.5 Desconocidos,APPROXIMATION,formas de llamar la atención y dirigirse a desconocidos,INTERACTION_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0186,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones profesionales,2.2.1 Compañeros de trabajo,APPROXIMATION,actividades compartidas con compañeros de trabajo,WORK_RELATIONSHIP_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0187,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones profesionales,2.2.1 Compañeros de trabajo,APPROXIMATION,cortesía entre superiores y subordinados,WORK_RELATIONSHIP_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0188,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones profesionales,2.2.2 Clientes,APPROXIMATION,cortesía en el trato con clientes,CUSTOMER_RELATIONSHIP_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0189,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones educativas,2.3 Ámbito educativo,APPROXIMATION,conceptos sociales de alumno y profesor,EDUCATIONAL_RELATIONSHIP_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0190,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Relaciones educativas,2.3 Ámbito educativo,APPROXIMATION,cortesía entre profesor y alumno,EDUCATIONAL_RELATIONSHIP_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0191,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Identidad colectiva,3.1.1 Identidad colectiva,APPROXIMATION,"lengua, costumbres, paisaje, historia y fiestas como elementos identitarios",COLLECTIVE_IDENTITY_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0192,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Identidad colectiva,3.1.1 Identidad colectiva,APPROXIMATION,lenguas oficiales/cooficiales e instituciones de fomento,SOCIOLINGUISTIC_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0193,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Identidad colectiva,3.1.2 Participación,APPROXIMATION,formas de participación social,CIVIC_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0194,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Identidad colectiva,3.1.2 Participación,APPROXIMATION,mecanismos de participación política,CIVIC_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0195,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Identidad colectiva,3.1.3 Minorías,APPROXIMATION,principales minorías étnicas y religiosas,DIVERSITY_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0196,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Estilo de vida,3.2 Tradición y cambio,APPROXIMATION,épocas del año con manifestaciones populares y tradicionales,TRADITION_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0197,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Estilo de vida,3.2 Tradición y cambio,APPROXIMATION,signos y símbolos vinculados a costumbres y tradiciones,TRADITION_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0198,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Estilo de vida,3.2 Tradición y cambio,APPROXIMATION,nuevas formas de disfrute del tiempo libre,LIFESTYLE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0199,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Estilo de vida,3.3 Espiritualidad y religión,APPROXIMATION,principales religiones y creencias religiosas,RELIGIOUS_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0200,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Estilo de vida,3.3 Espiritualidad y religión,APPROXIMATION,centros de reunión de fieles y peregrinación,RELIGIOUS_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0201,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Estilo de vida,3.4 Culturas extranjeras,APPROXIMATION,productos culturales extranjeros disponibles,INTERCULTURAL_CONTEXT_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0202,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Estilo de vida,3.4 Culturas extranjeras,APPROXIMATION,tipos de restaurantes extranjeros frecuentes,INTERCULTURAL_CONTEXT_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0203,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Celebraciones,3.5.1 Fiestas populares,APPROXIMATION,principales fiestas populares,CELEBRATION_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0204,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Celebraciones,3.5.2 Cumpleaños,APPROXIMATION,convenciones sociales de celebración del cumpleaños,CELEBRATION_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0205,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Celebraciones,3.5.3 Ritos funerarios,APPROXIMATION,concepto de luto y simbolismo tradicional del negro,RITUAL_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0206,10B,A1_SOCIOCULTURAL_OPERATIONAL_MINIMUM,Competencia sociocultural mínima,CEFR/PCIC crossref,A1,establecer contacto social básico mediante saludos,SOCIAL_CONTACT,Cross-cultural / Spanish interaction,A1_CONFIRMED_OPERATIONAL,INDEPENDENT_A1_ANCHOR,NO_LEXICAL_BASELINE_CHANGE,Fase 8 Funciones/Pragmática,CEFR A1 sociolinguistic appropriateness,CEFR,https://rm.coe.int/cefr-companion-volume-with-new-descriptors-2018/1680787989.pdf,v1.25
10-0207,10B,A1_SOCIOCULTURAL_OPERATIONAL_MINIMUM,Competencia sociocultural mínima,CEFR/PCIC crossref,A1,usar despedidas cotidianas sencillas,SOCIAL_CONTACT,Cross-cultural / Spanish interaction,A1_CONFIRMED_OPERATIONAL,INDEPENDENT_A1_ANCHOR,NO_LEXICAL_BASELINE_CHANGE,Fase 8 Funciones/Pragmática,CEFR A1 sociolinguistic appropriateness,CEFR,https://rm.coe.int/cefr-companion-volume-with-new-descriptors-2018/1680787989.pdf,v1.25
10-0208,10B,A1_SOCIOCULTURAL_OPERATIONAL_MINIMUM,Competencia sociocultural mínima,CEFR/PCIC crossref,A1,hacer presentaciones personales muy básicas,SOCIAL_CONTACT,Cross-cultural / Spanish interaction,A1_CONFIRMED_OPERATIONAL,INDEPENDENT_A1_ANCHOR,NO_LEXICAL_BASELINE_CHANGE,Fase 8 Funciones/Pragmática,CEFR A1 sociolinguistic appropriateness,CEFR,https://rm.coe.int/cefr-companion-volume-with-new-descriptors-2018/1680787989.pdf,v1.25
10-0209,10B,A1_SOCIOCULTURAL_OPERATIONAL_MINIMUM,Competencia sociocultural mínima,CEFR/PCIC crossref,A1,usar fórmulas equivalentes a por favor,POLITENESS,Cross-cultural / Spanish interaction,A1_CONFIRMED_OPERATIONAL,INDEPENDENT_A1_ANCHOR,NO_LEXICAL_BASELINE_CHANGE,Fase 8 Funciones/Pragmática,CEFR A1 sociolinguistic appropriateness,CEFR,https://rm.coe.int/cefr-companion-volume-with-new-descriptors-2018/1680787989.pdf,v1.25
10-0210,10B,A1_SOCIOCULTURAL_OPERATIONAL_MINIMUM,Competencia sociocultural mínima,CEFR/PCIC crossref,A1,dar las gracias con fórmulas cotidianas simples,POLITENESS,Cross-cultural / Spanish interaction,A1_CONFIRMED_OPERATIONAL,INDEPENDENT_A1_ANCHOR,NO_LEXICAL_BASELINE_CHANGE,Fase 8 Funciones/Pragmática,CEFR A1 sociolinguistic appropriateness,CEFR,https://rm.coe.int/cefr-companion-volume-with-new-descriptors-2018/1680787989.pdf,v1.25
